Prompt Type,N,N+,N,N+,N,N+
Metric,S,S,M,M,KL,KL
Algorithm,,,,,,
EleutherAI/gpt-j-6B,0.24999327928817178,0.33036353783226313,0.11033225844410814,0.17015153420318394,0.0,0.0
FT,0.2697134625343336,0.32917992390959144,0.11813860310133073,0.19748874479630885,8.540520673817693e-06,4.56741175026232e-06
MEMIT,0.25835255513160077,0.3249643819404417,0.10925339817542874,0.2437446991403495,6.297691946792151e-06,9.974587086616177e-06
ROME,0.2719694745555216,0.3069001283808485,0.11937686710984144,0.292038856157656,1.6883671838174954e-05,1.727478209378111e-05
