Prompt Type,N,Nplus,N,Nplus,N,Nplus
Metric,S,S,M,M,KL,KL
Algorithm,,,,,,
FT,0.7065012089967608,0.3797481636935992,0.034915543283872204,0.014751167539986494,7.177081420422323e-06,9.517123030468744e-06
MEMIT,0.7744650759614946,0.3191842693553538,0.049107351087114524,-0.055402672200347544,2.91887920250582e-07,8.963510112731002e-06
ROME,0.7589077968885442,0.13799443405264838,0.043679403800576985,-0.37976748646967673,1.4902768468394414e-06,3.266956770767433e-05
gpt2-xl,0.7839819334823668,0.5245494776221543,0.050638670320517803,0.0753920159842792,0.0,0.0
