Prompt Type,N,Nplus,N,Nplus,N,Nplus
Metric,S,S,M,M,KL,KL
Algorithm,,,,,,
FT,0.5193667594324559,0.21334914914001554,-0.01647118461754136,-0.10892685015449331,1.3530977088077024e-05,1.3519468008679954e-05
ROME,0.7220630503216389,0.10534239700716273,0.028792883887386062,-0.320799161784741,1.5670009529537666e-06,2.4776691128971566e-05
gpt2-medium,0.7526073269765957,0.4573475067293215,0.03621119920534413,0.03990912541660286,0.0,0.0
